program_id,category,term,term_id,description,fdr,p_value,number_of_genes,number_of_genes_in_background,ncbiTaxonId,inputGenes
82,Process,GO:0006873,NA,Cellular ion homeostasis,0.048,0.0022,14,438,10090,Ccl2|Ccl3|Ckb|Tbxas1|Hexb|Ccr1|Slc11a1|Slc9a9|Grn|Spp1|Ftl1|Hvcn1|Myo5a|Apoe
82,KEGG,mmu04923,NA,Regulation of lipolysis in adipocytes,0.0481,0.007,4,55,10090,Pde3b|Irs2|Ptgs1|Pik3cd
82,KEGG,mmu05164,NA,Influenza A,0.0484,0.0071,7,166,10090,Ccl2|Ccl12|Pycard|Nlrp3|Pik3cd|Tlr7|Il18
82,Process,GO:0050854,NA,Regulation of antigen receptor-mediated signaling pathway,0.0497,0.0023,5,67,10090,Ptpn6|Card11|Cd300a|Laptm5|Ptprc
82,Process,GO:0002830,NA,Positive regulation of type 2 immune response,0.0498,0.0023,3,18,10090,Cd74|Nlrp3|Il18
82,Process,GO:0007264,NA,Small GTPase mediated signal transduction,0.0498,0.0023,10,255,10090,Vav1|Dock8|Arhgdib|Was|Rac2|Arhgap30|Dock10|Dok1|Dock2|Aif1
82,Process,GO:0042593,NA,Glucose homeostasis,0.0498,0.0023,10,255,10090,Ccl2|Hk2|Mlxipl|Cyba|Alox5|Pde3b|Irs2|Hk3|Cebpa|Igf1
82,Process,GO:0043270,NA,Positive regulation of ion transport,0.0498,0.0024,12,345,10090,Ccl2|Ccl12|Ccl3|Ctss|Cd4|Alox5|Ccr1|P2ry6|Ptafr|Trem2|Myo5a|P2ry12
82,Process,GO:0050852,NA,T cell receptor signaling pathway,0.0498,0.0024,6,99,10090,Ptpn6|Cd28|Themis2|Fyb|Skap1|Ptprc
83,Process,GO:0006334,NA,Nucleosome assembly,1.23e-20,1.55e-24,25,102,10090,Hist1h2bc|Cenpp|Hist1h1d|Hist1h1c|Hist1h1e|H1fx|Hist1h1a|Hist3h2ba|Hist2h2aa1|Hist1h1b|Hist1h3g|Hist4h4|Hist1h2bl|Hist1h2bb|Anp32b|Hist1h4n|Hist1h4m|H3f3b|Hist1h2bk|Hist1h2bp|Hist2h2bb|Hist1h2br|H1f0|Hist1h2bh|Hist1h2bm
83,Process,GO:0034728,NA,Nucleosome organization,4.51e-20,8.54e-24,27,143,10090,Hist1h2bc|Cenpp|Ptma|Hist1h1d|Hist1h1c|Hist1h1e|H1fx|Hist1h1a|Hist3h2ba|Hist2h2aa1|Hist1h1b|Hist1h3g|Hist4h4|Hist1h2bl|Hist1h2bb|Anp32b|Hist1h4n|Hist1h4m|H3f3b|Hist1h2bk|Hist1h2bp|Anp32e|Hist2h2bb|Hist1h2br|H1f0|Hist1h2bh|Hist1h2bm
83,Process,GO:0031497,NA,Chromatin assembly,7.2e-19,1.82e-22,27,163,10090,Hist1h2bc|Cenpp|Hist1h1d|Hist1h1c|Hist1h1e|H1fx|Hist1h1a|Hist3h2ba|Hist2h2aa1|Hist1h1b|Hist1h3g|Hmgb1|Hist4h4|Hist1h2bl|Hist1h2bb|Anp32b|Hist1h4n|Hist1h4m|H3f3b|Ezh1|Hist1h2bk|Hist1h2bp|Hist2h2bb|Hist1h2br|H1f0|Hist1h2bh|Hist1h2bm
83,KEGG,mmu05322,NA,Systemic lupus erythematosus,1.28e-17,3.84e-20,21,93,10090,Hist1h2bc|H2afx|Hist2h2ab|Hist1h2af|Hist1h2ak|Hist2h3b|Hist3h2ba|Hist1h2ag|Hist2h2aa1|Hist1h3g|Hist4h4|Hist2h2ac|Hist1h2bl|Hist1h2bb|H3f3b|H2afv|Hist1h2bk|Hist1h2bp|Hist2h2bb|Hist1h2bh|Hist1h2bm
83,Process,GO:0071824,NA,protein-DNA complex subunit organization,3.28e-17,1.03e-20,29,238,10090,Hist1h2bc|Gtf2a1|Cenpp|Ptma|Hist1h1d|Hist1h1c|Hist1h1e|H1fx|Hist1h1a|Hist3h2ba|Hist2h2aa1|Hist1h1b|Hist1h3g|Cenpi|Hist4h4|Hist1h2bl|Hist1h2bb|Anp32b|Hist1h4n|Hist1h4m|H3f3b|Hist1h2bk|Hist1h2bp|Anp32e|Hist2h2bb|Hist1h2br|H1f0|Hist1h2bh|Hist1h2bm
83,Process,GO:0065004,NA,protein-DNA complex assembly,3.28e-17,1.21e-20,27,195,10090,Hist1h2bc|Gtf2a1|Cenpp|Hist1h1d|Hist1h1c|Hist1h1e|H1fx|Hist1h1a|Hist3h2ba|Hist2h2aa1|Hist1h1b|Hist1h3g|Cenpi|Hist4h4|Hist1h2bl|Hist1h2bb|Anp32b|Hist1h4n|Hist1h4m|H3f3b|Hist1h2bk|Hist1h2bp|Hist2h2bb|Hist1h2br|H1f0|Hist1h2bh|Hist1h2bm
83,Process,GO:0006338,NA,Chromatin remodeling,1.96e-16,8.64e-20,30,284,10090,Hist1h2bc|Dek|Cenpp|Ptma|Hist1h1d|Hist1h1c|Hist1h1e|H1fx|Hist1h1a|Hist3h2ba|Hist2h2aa1|Hist1h1b|Hist1h3g|Hist4h4|Hist1h2bl|Hist1h2bb|Anp32b|Hist1h4n|Hist1h4m|H3f3b|Ezh1|Hist1h2bk|Hist1h2bp|Pbrm1|Anp32e|Hist2h2bb|Hist1h2br|H1f0|Hist1h2bh|Hist1h2bm
83,KEGG,mmu05034,NA,Alcoholism,2.87e-14,1.73e-16,21,148,10090,Hist1h2bc|H2afx|Hist2h2ab|Hist1h2af|Hist1h2ak|Hist2h3b|Hist3h2ba|Hist1h2ag|Hist2h2aa1|Hist1h3g|Hist4h4|Hist2h2ac|Hist1h2bl|Hist1h2bb|H3f3b|H2afv|Hist1h2bk|Hist1h2bp|Hist2h2bb|Hist1h2bh|Hist1h2bm
83,Process,GO:0030261,NA,Chromosome condensation,4.85e-09,4.89e-12,11,39,10090,Hist1h1d|Hist1h1c|Smc4|Hist1h1e|H1fx|Hist1h1a|Top2a|Hist1h1b|Ncapg2|Ncapg|H1f0
83,Process,GO:0051983,NA,Regulation of chromosome segregation,4.63e-07,6.43e-10,14,131,10090,Ndc80|Cep192|Mki67|Smc4|Cit|Rad18|Birc5|Cdca8|Ncapg2|Cdc27|Spc24|Pbrm1|Ncapg|Cdk5rap2
83,Process,GO:0007059,NA,Chromosome segregation,1.01e-06,1.53e-09,19,293,10090,Kif11|Ndc80|Kif18a|Brip1|Smc4|Mnd1|Kif4|Cit|Pmf1|Top2a|Nsl1|Birc5|Cdca8|Ncapg2|Spc24|Psrc1|Ncapg|Stag1|Cdk5rap2
83,Process,GO:0000819,NA,Sister chromatid segregation,1.07e-06,1.69e-09,14,142,10090,Kif11|Ndc80|Kif18a|Smc4|Kif4|Cit|Top2a|Nsl1|Birc5|Cdca8|Ncapg2|Psrc1|Ncapg|Stag1
83,Process,GO:0098813,NA,Nuclear chromosome segregation,1.25e-06,2.06e-09,17,232,10090,Kif11|Ndc80|Kif18a|Brip1|Smc4|Mnd1|Kif4|Cit|Top2a|Nsl1|Birc5|Cdca8|Ncapg2|Spc24|Psrc1|Ncapg|Stag1
83,Process,GO:1902850,NA,Microtubule cytoskeleton organization involved in mitosis,2.53e-06,4.3e-09,13,127,10090,Pcnt|Kif11|Ndc80|Cep192|Sapcd2|Stil|Stmn1|Kif4|Birc5|Cdca8|Ckap5|Stag1|Cdk5rap2
83,Process,GO:0061644,NA,Protein localization to CENP-A containing chromatin,2.8e-06,4.94e-09,8,29,10090,Hist1h2ag|Hist1h2ap|Hist4h4|Hist1h2bl|Hist1h2an|Hist1h4n|Hist1h4m|Hist1h2br
83,Process,GO:0045910,NA,Negative regulation of DNA recombination,4.67e-06,8.54e-09,9,47,10090,Hist1h1d|Hist1h1c|Hist1h1e|Polq|H1fx|Hist1h1a|Rad18|Hist1h1b|H1f0
83,Process,GO:0000280,NA,Nuclear division,5.07e-06,9.6e-09,19,330,10090,Kif11|Ubb|Ndc80|Cep192|Kif18a|Shcbp1l|Brip1|Smc4|Mnd1|Kif4|Cit|Top2a|Nsl1|Birc5|Cdca8|Ncapg2|Psrc1|Ncapg|Stag1
83,Process,GO:1905818,NA,Regulation of chromosome separation,5.07e-06,9.79e-09,12,111,10090,Ndc80|Cep192|Smc4|Cit|Birc5|Cdca8|Ncapg2|Cdc27|Spc24|Pbrm1|Ncapg|Cdk5rap2
83,Process,GO:0007052,NA,Mitotic spindle organization,7.82e-06,1.58e-08,11,92,10090,Pcnt|Kif11|Ndc80|Cep192|Stil|Stmn1|Kif4|Birc5|Cdca8|Ckap5|Stag1
83,Process,GO:0140014,NA,Mitotic nuclear division,8.45e-06,1.76e-08,14,173,10090,Kif11|Ndc80|Cep192|Kif18a|Smc4|Kif4|Cit|Nsl1|Birc5|Cdca8|Ncapg2|Psrc1|Ncapg|Stag1
83,Process,GO:0000070,NA,Mitotic sister chromatid segregation,8.56e-06,1.84e-08,12,118,10090,Kif11|Ndc80|Kif18a|Smc4|Kif4|Cit|Nsl1|Birc5|Cdca8|Ncapg2|Psrc1|Ncapg
83,Process,GO:0033044,NA,Regulation of chromosome organization,1.55e-05,3.52e-08,16,249,10090,Ndc80|Cep192|Prkcq|Shcbp1l|Smc4|Cit|Top2a|Birc5|Cdca8|Ncapg2|Cdc27|Spc24|H3f3b|Pbrm1|Ncapg|Cdk5rap2
83,Process,GO:0002181,NA,Cytoplasmic translation,1.67e-05,3.89e-08,12,127,10090,Rplp1|Rpl28|Rpsa|Rpl37a|Rps17|Rpl35|Rpl23a|Rps19|Ckap5|Rps20|Rpl41|Rps24
83,Process,GO:0045787,NA,Positive regulation of cell cycle,2e-05,4.8e-08,19,367,10090,Ccnd2|Ndc80|Dtl|Stil|Rrm1|Phip|Smc4|Cit|Cspp1|E2f7|Birc5|Cdca8|Ncapg2|Hmgb1|Cdc27|Psrc1|Anp32b|Ncapg|Chek1
83,Process,GO:0071168,NA,Protein localization to chromatin,2.3e-05,5.66e-08,9,60,10090,Hist1h2ag|Hist1h1b|Hist1h2ap|Hist4h4|Hist1h2bl|Hist1h2an|Hist1h4n|Hist1h4m|Hist1h2br
83,Process,GO:0000018,NA,Regulation of DNA recombination,2.88e-05,7.26e-08,12,135,10090,Spidr|Hist1h1d|Hist1h1c|Hist1h1e|Polq|H1fx|Hist1h1a|Rad18|Nsd2|Hist1h1b|Chek1|H1f0
83,Process,GO:1901990,NA,Regulation of mitotic cell cycle phase transition,3.08e-05,7.96e-08,18,340,10090,Ccnd2|Ndc80|Cep192|Dtl|Prkcq|Stil|Rrm1|Ticrr|Cradd|E2f7|Birc5|Cdca8|Cdc27|Spc24|Anp32b|Pbrm1|Cdk5rap2|Chek1
83,Process,GO:0090068,NA,Positive regulation of cell cycle process,3.72e-05,1.01e-07,16,270,10090,Ccnd2|Ndc80|Dtl|Stil|Rrm1|Phip|Smc4|Cit|Cspp1|E2f7|Birc5|Cdca8|Ncapg2|Cdc27|Anp32b|Ncapg
83,KEGG,mmu05203,NA,Viral carcinogenesis,4.91e-05,4.43e-07,13,194,10090,Ccnd2|Hist1h2bc|Gtf2a1|Hist3h2ba|Hist4h4|Hist1h2bl|Hist1h2bb|Hist1h2bk|Hist1h2bp|Chek1|Hist2h2bb|Hist1h2bh|Hist1h2bm
83,Process,GO:0007051,NA,Spindle organization,0.0001,2.94e-07,12,155,10090,Pcnt|Tubb5|Kif11|Ndc80|Cep192|Stil|Stmn1|Kif4|Birc5|Cdca8|Ckap5|Stag1
83,KEGG,mmu03010,NA,Ribosome,0.0002,2.36e-06,10,126,10090,Rplp1|Rpl28|Rpsa|Rpl37a|Rps17|Rpl35|Rpl23a|Rps19|Rps20|Rps24
83,Process,GO:0044770,NA,Cell cycle phase transition,0.00026,7.84e-07,12,171,10090,Ccnd2|Pole|Ndc80|Npat|Calm2|Cit|Iqgap3|E2f7|Birc5|Cdc27|Anp32b|Chek1
83,Process,GO:0007098,NA,Centrosome cycle,0.00028,8.4e-07,9,85,10090,Kif11|Ndc80|Cep192|Stil|C2cd3|Cep250|Ckap5|Odf2|Cdk5rap2
83,Process,GO:0007088,NA,Regulation of mitotic nuclear division,0.0005,1.57e-06,10,120,10090,Ndc80|Cep192|Mki67|Phip|Birc5|Cdca8|Cdc27|Spc24|Cdk5rap2|Chek1
83,Process,GO:0051984,NA,Positive regulation of chromosome segregation,0.00059,1.89e-06,6,29,10090,Smc4|Rad18|Birc5|Cdca8|Ncapg2|Ncapg
83,Process,GO:1905820,NA,Positive regulation of chromosome separation,0.00059,1.89e-06,6,29,10090,Smc4|Birc5|Cdca8|Ncapg2|Cdc27|Ncapg
83,Process,GO:0010965,NA,Regulation of mitotic sister chromatid separation,0.00063,2.14e-06,9,96,10090,Ndc80|Cep192|Cit|Birc5|Cdca8|Cdc27|Spc24|Pbrm1|Cdk5rap2
83,Process,GO:0044772,NA,Mitotic cell cycle phase transition,0.00078,2.74e-06,11,160,10090,Ccnd2|Pole|Npat|Calm2|Cit|Iqgap3|E2f7|Birc5|Cdc27|Anp32b|Chek1
83,Process,GO:0033045,NA,Regulation of sister chromatid segregation,0.0011,4.24e-06,9,105,10090,Ndc80|Cep192|Cit|Birc5|Cdca8|Cdc27|Spc24|Pbrm1|Cdk5rap2
83,Process,GO:0098532,NA,Histone H3-K27 trimethylation,0.0016,6.19e-06,4,8,10090,Hist1h1d|Hist1h1c|Hist1h1e|Ezh1
83,Process,GO:0051298,NA,Centrosome duplication,0.0016,6.59e-06,6,37,10090,Ndc80|Cep192|Stil|C2cd3|Ckap5|Cdk5rap2
83,Process,GO:0006281,NA,DNA repair,0.002,8.27e-06,18,477,10090,Pola1|Pole|Dtl|Rrm1|Spidr|Ticrr|Brip1|Smc4|H2afx|Bod1l|Polq|Rad18|Mdc1|Hmgb1|Kat7|Mms22l|Chek1|Emsy
83,Process,GO:0030071,NA,Regulation of mitotic metaphase/anaphase transition,0.0028,1.23e-05,8,91,10090,Ndc80|Cep192|Birc5|Cdca8|Cdc27|Spc24|Pbrm1|Cdk5rap2
83,Process,GO:0051053,NA,Negative regulation of DNA metabolic process,0.0034,1.54e-05,10,158,10090,Hist1h1d|Hist1h1c|Hist1h1e|Polq|H1fx|Hist1h1a|Rad18|Hist1h1b|Chek1|H1f0
83,Process,GO:0051231,NA,Spindle elongation,0.0035,1.66e-05,4,11,10090,Kif11|Kif4|Birc5|Cdca8
83,Process,GO:0051225,NA,Spindle assembly,0.0037,1.77e-05,8,96,10090,Tubb5|Kif11|Ndc80|Cep192|Kif4|Birc5|Cdca8|Stag1
83,Process,GO:0043043,NA,Peptide biosynthetic process,0.004,1.95e-05,16,413,10090,Rplp1|Rpl28|Rpsa|Lars2|Rpl37a|Rps17|Rpl35|Rpl23a|Rps19|Ckap5|Bdh2|Gatc|Eef1b2|Rps20|Rpl41|Rps24
83,Process,GO:0070507,NA,Regulation of microtubule cytoskeleton organization,0.004,1.99e-05,10,163,10090,Kif18a|Stil|Stmn1|Kif15|Cep70|Psrc1|Ckap5|Dyrk1a|Cdk5rap2|Agrn
83,KEGG,mmu04217,NA,Necroptosis,0.0047,7.06e-05,9,153,10090,H2afx|Hist2h2ab|Hist1h2af|Hist1h2ak|Hist1h2ag|Hist2h2aa1|Hmgb1|Hist2h2ac|H2afv
83,Process,GO:0090307,NA,Mitotic spindle assembly,0.0073,3.82e-05,6,52,10090,Kif11|Cep192|Kif4|Birc5|Cdca8|Stag1
83,Process,GO:0006412,NA,Translation,0.0073,3.85e-05,15,390,10090,Rplp1|Rpl28|Rpsa|Lars2|Rpl37a|Rps17|Rpl35|Rpl23a|Rps19|Ckap5|Gatc|Eef1b2|Rps20|Rpl41|Rps24
83,Process,GO:0006336,NA,DNA replication-independent chromatin assembly,0.0076,4.09e-05,5,31,10090,Cenpp|Hist4h4|Hist1h4n|Hist1h4m|H3f3b
83,Process,GO:0060623,NA,Regulation of chromosome condensation,0.0084,4.57e-05,4,15,10090,Smc4|Ncapg2|H3f3b|Ncapg
83,Process,GO:0006260,NA,DNA replication,0.0108,6.02e-05,10,187,10090,Pola1|Pole|Dtl|Gins1|Rrm1|Ticrr|Bod1l|Polq|Kat7|Mms22l
83,Process,GO:0033047,NA,Regulation of mitotic sister chromatid segregation,0.0109,6.13e-05,6,57,10090,Ndc80|Cep192|Birc5|Cdca8|Spc24|Cdk5rap2
83,Process,GO:0140694,NA,Non-membrane-bounded organelle assembly,0.012,6.83e-05,13,317,10090,Tubb5|Kif11|Ndc80|Cep192|Rpsa|Kif4|C2cd3|Birc5|Cdca8|Rpl23a|Rps19|Stag1|Cdk5rap2
83,Process,GO:0007093,NA,Mitotic cell cycle checkpoint signaling,0.0215,0.00013,8,129,10090,Ndc80|Cep192|Dtl|Ticrr|Cradd|Birc5|Spc24|Chek1
83,Process,GO:1901992,NA,Positive regulation of mitotic cell cycle phase transition,0.0221,0.00013,7,96,10090,Ccnd2|Dtl|Stil|Rrm1|Birc5|Cdc27|Anp32b
83,Process,GO:0045931,NA,Positive regulation of mitotic cell cycle,0.0222,0.00013,8,130,10090,Ccnd2|Dtl|Stil|Rrm1|Birc5|Hmgb1|Cdc27|Anp32b
83,Process,GO:1901991,NA,Negative regulation of mitotic cell cycle phase transition,0.0222,0.00013,9,167,10090,Ndc80|Cep192|Dtl|Ticrr|Cradd|E2f7|Birc5|Spc24|Chek1
83,Process,GO:0090266,NA,Regulation of mitotic cell cycle spindle assembly checkpoint,0.0271,0.00017,4,22,10090,Ndc80|Birc5|Cdca8|Cdk5rap2
83,Process,GO:1905821,NA,Positive regulation of chromosome condensation,0.0307,0.00019,3,8,10090,Smc4|Ncapg2|Ncapg
83,Process,GO:0045839,NA,Negative regulation of mitotic nuclear division,0.035,0.00022,5,46,10090,Ndc80|Cep192|Birc5|Spc24|Chek1
83,Process,GO:0140013,NA,Meiotic nuclear division,0.0382,0.00025,9,182,10090,Ubb|Ndc80|Kif18a|Shcbp1l|Brip1|Smc4|Mnd1|Top2a|Birc5
83,Process,GO:0006335,NA,DNA replication-dependent chromatin assembly,0.0395,0.00026,4,25,10090,Hist1h3g|Hist4h4|Hist1h4n|Hist1h4m
83,Process,GO:0051256,NA,Mitotic spindle midzone assembly,0.0395,0.00026,3,9,10090,Kif4|Birc5|Cdca8
83,Process,GO:0032886,NA,Regulation of microtubule-based process,0.0407,0.00028,11,272,10090,Cep192|Kif18a|Stil|Stmn1|Kif15|Cep70|Psrc1|Ckap5|Dyrk1a|Cdk5rap2|Agrn
83,Process,GO:0000082,NA,G1/S transition of mitotic cell cycle,0.0414,0.00028,6,77,10090,Ccnd2|Pole|Npat|Iqgap3|E2f7|Anp32b
85,Process,GO:0034341,NA,Response to interferon-gamma,1.79e-24,1.47e-27,32,150,10090,Cxcl16|Ciita|Ifitm3|Casp1|Nmi|Tlr2|Gbp8|Gbp9|Trim21|Rab20|Cx3cl1|Ubd|Irf8|Tgtp2|Stx11|Gbp7|Irgm1|Bst2|Irgm2|Gbp10|Tgtp1|Gbp5|Cd74|Gbp4|Cd47|Ccl19|Gbp3|Irf1|Ccl20|Gbp2|Stat1|Gbp6
85,Process,GO:0035456,NA,Response to interferon-beta,1.67e-23,1.47e-26,25,69,10090,Ifi211|Ifitm3|Gm4951|Iigp1|Tgtp2|Igtp|Gbp7|Irgm1|Bst2|Irgm2|Tgtp1|Gm4841|Gm12185|Ifi213|Ifit3|Gbp3|Irf1|Ifi47|Ifi204|Ifi203|F830016B08Rik|Gbp2|Mndal|Stat1|Gbp6
85,Process,GO:0035458,NA,Cellular response to interferon-beta,4.05e-22,4.09e-25,23,59,10090,Ifi211|Gm4951|Iigp1|Tgtp2|Igtp|Gbp7|Irgm1|Irgm2|Tgtp1|Gm4841|Gm12185|Ifi213|Ifit3|Gbp3|Irf1|Ifi47|Ifi204|Ifi203|F830016B08Rik|Gbp2|Mndal|Stat1|Gbp6
85,Process,GO:0009615,NA,Response to virus,5.37e-20,5.76e-23,38,352,10090,Rsad2|Ifitm3|Casp1|Batf3|Nmi|Zbp1|Tlr2|Pycard|Trim21|Slfn8|Tgtp2|Igtp|Cxcl10|Gbp7|Irgm1|Bst2|Mlkl|Samhd1|Tgtp1|Ifit3b|Oas2|Dtx3l|Stat2|Ifit3|Ifit2|Ccl19|Irf1|Apobec3|Ifi204|Cxcl9|Parp9|Isg20|Bcl3|Cdk6|Psma2|Ifit1bl1|Stat1|Nlrc5
85,Process,GO:0002831,NA,Regulation of response to biotic stimulus,4.38e-19,5.26e-22,38,377,10090,Ifi211|Cd274|Serping1|Tap2|Nmi|Zbp1|Tlr2|Clec2d|Pycard|Trim21|Il15|Cx3cl1|Parp14|Igtp|Trafd1|Irgm1|Nod1|Gimap5|Samhd1|Dtx3l|Stat2|Gbp5|Ifi213|Cd74|Gbp4|Serpinb9|Irf1|Apobec3|Ifi204|Parp9|Nod2|Ifi203|Tap1|Ifit1bl1|Mndal|Stat1|Nlrc5|Socs1
85,Process,GO:0071346,NA,Cellular response to interferon-gamma,2.42e-16,3.51e-19,23,120,10090,Ciita|Casp1|Nmi|Tlr2|Gbp8|Gbp9|Rab20|Cx3cl1|Irf8|Stx11|Gbp7|Irgm1|Gbp10|Gbp5|Gbp4|Cd47|Ccl19|Gbp3|Irf1|Ccl20|Gbp2|Stat1|Gbp6
85,Process,GO:0045088,NA,Regulation of innate immune response,6.81e-16,1.03e-18,29,245,10090,Ifi211|Serping1|Tap2|Nmi|Zbp1|Tlr2|Clec2d|Pycard|Trim21|Parp14|Igtp|Trafd1|Irgm1|Gimap5|Samhd1|Stat2|Gbp5|Ifi213|Cd74|Serpinb9|Irf1|Ifi204|Parp9|Nod2|Ifi203|Tap1|Mndal|Nlrc5|Socs1
85,Process,GO:0051607,NA,Defense response to virus,2.05e-14,3.62e-17,28,259,10090,Rsad2|Ifitm3|Casp1|Zbp1|Tlr2|Pycard|Trim21|Slfn8|Cxcl10|Gbp7|Bst2|Mlkl|Samhd1|Ifit3b|Oas2|Dtx3l|Stat2|Ifit3|Ifit2|Irf1|Apobec3|Ifi204|Cxcl9|Parp9|Isg20|Ifit1bl1|Stat1|Nlrc5
85,Process,GO:0042832,NA,Defense response to protozoan,2.53e-11,5.27e-14,13,39,10090,Gbp8|Gbp9|Iigp1|Irf8|Batf2|Gbp7|Irgm2|Gbp10|Gbp4|Gbp3|Bcl3|Gbp2|Gbp6
85,Process,GO:0002683,NA,Negative regulation of immune system process,1.37e-10,3.29e-13,31,478,10090,Cd44|Ifi211|Cd274|Serping1|Tap2|Nmi|Clec2d|Trim21|Cx3cl1|Parp14|Tapbpl|Trafd1|Bst2|Gimap5|Samhd1|Stat2|Cd74|Serpinb9|Cd47|Irf1|Ifi204|Parp3|Nod2|Cdk6|Tap1|Tmem176b|Cd200|Mndal|Lrrc32|Nlrc5|Socs1
85,Process,GO:0032732,NA,Positive regulation of interleukin-1 production,1.72e-10,4.23e-13,15,76,10090,Ifi211|Gsdmd|Casp4|Casp1|Tlr2|Pycard|Nod1|Gbp5|Tmem106a|Ccl19|Ifi204|Ccl20|Nod2|Stat3|Mndal
85,Process,GO:0032731,NA,Positive regulation of interleukin-1 beta production,3.64e-10,9.18e-13,14,65,10090,Ifi211|Gsdmd|Casp4|Casp1|Tlr2|Pycard|Nod1|Gbp5|Tmem106a|Ccl19|Ifi204|Nod2|Stat3|Mndal
85,Process,GO:0042742,NA,Defense response to bacterium,6.49e-10,1.72e-12,26,350,10090,Gsdmd|Casp4|Casp1|Tlr2|Gbp8|Gbp9|Iigp1|Pycard|Irf8|Igtp|Gbp7|Irgm1|Nod1|Irgm2|Gbp10|Oas2|Rnf213|Gbp4|Serpinb9|B2m|Gbp3|Mpeg1|Nod2|Bcl3|Gbp2|Gbp6
85,Process,GO:0031349,NA,Positive regulation of defense response,1.73e-09,4.7e-12,24,307,10090,Ifi211|Casp4|Casp1|Tnfrsf11a|Nmi|Zbp1|Tlr2|Pycard|Cx3cl1|Ptgs2|Igtp|Irgm1|Nod1|Gimap5|Gbp5|Ifi213|Cd74|Cd47|Ifi204|Parp9|Nod2|Ifi203|Mndal|Nlrc5
85,Process,GO:0032652,NA,Regulation of interleukin-1 production,6.28e-09,1.82e-11,16,122,10090,Ifi211|Gsdmd|Casp4|Casp1|Tlr2|Pycard|Cx3cl1|Nod1|Gbp5|Tmem106a|Ccl19|Ifi204|Ccl20|Nod2|Stat3|Mndal
85,Process,GO:0045089,NA,Positive regulation of innate immune response,7.9e-09,2.34e-11,17,146,10090,Ifi211|Nmi|Zbp1|Tlr2|Pycard|Igtp|Irgm1|Gimap5|Gbp5|Ifi213|Cd74|Ifi204|Parp9|Nod2|Ifi203|Mndal|Nlrc5
85,Process,GO:0019221,NA,Cytokine-mediated signaling pathway,1.11e-08,3.37e-11,25,371,10090,Cd44|Ifitm3|Tnfrsf11a|Nmi|Iigp1|Pycard|Il15|Cx3cl1|Plvap|Ackr1|Cxcl10|Il15ra|Oas2|Stat2|Cd74|Jak1|Ccl19|Irf1|Cxcl9|Ccl20|Stat3|Il6st|Stat1|Csf2rb|Socs1
85,Process,GO:0060759,NA,Regulation of response to cytokine stimulus,1.49e-08,4.6e-11,17,153,10090,Casp4|Casp1|Zbp1|Tlr2|Pycard|Parp14|Igtp|Irgm1|Samhd1|Stat2|Hspa1a|Cd74|Parp9|Hspa1b|Il6st|Nlrc5|Socs1
85,Process,GO:0001959,NA,Regulation of cytokine-mediated signaling pathway,4.54e-08,1.43e-10,16,142,10090,Casp4|Casp1|Zbp1|Pycard|Parp14|Igtp|Irgm1|Samhd1|Stat2|Hspa1a|Cd74|Parp9|Hspa1b|Il6st|Nlrc5|Socs1
85,Process,GO:0060760,NA,Positive regulation of response to cytokine stimulus,5.11e-08,1.65e-10,12,64,10090,Casp4|Casp1|Zbp1|Tlr2|Parp14|Igtp|Irgm1|Hspa1a|Cd74|Parp9|Hspa1b|Nlrc5
85,Process,GO:0002833,NA,Positive regulation of response to biotic stimulus,5.26e-08,1.73e-10,18,193,10090,Ifi211|Cd274|Nmi|Zbp1|Tlr2|Pycard|Igtp|Irgm1|Gimap5|Gbp5|Ifi213|Cd74|Ifi204|Parp9|Nod2|Ifi203|Mndal|Nlrc5
85,Process,GO:0032103,NA,Positive regulation of response to external stimulus,6.14e-08,2.09e-10,27,476,10090,Ifi211|Casp4|Casp1|Tnfrsf11a|Nmi|Zbp1|Tlr2|Pycard|Cx3cl1|Ptgs2|Igtp|Cxcl10|Irgm1|Nod1|Gimap5|Gbp5|Ifi213|Cd74|Cd47|Ccl19|Ifi204|Parp9|Nod2|Vegfa|Ifi203|Mndal|Nlrc5
85,Process,GO:0052548,NA,Regulation of endopeptidase activity,7.51e-08,2.61e-10,27,481,10090,Cd44|Timp3|Serping1|Xdh|Psmb8|Casp12|Casp1|Pycard|Ptgs2|Tnfsf10|Serpina3g|Bst2|Nod1|C4b|Bak1|Serpinb9|Serpina3i|Serpinb6b|Ifi204|Serpina3f|Vegfa|Stat3|Psme2|Psmb9|Hspa1b|Psme1|Stat1
85,Process,GO:0045824,NA,Negative regulation of innate immune response,9.83e-08,3.47e-10,13,87,10090,Serping1|Tap2|Nmi|Clec2d|Trim21|Parp14|Trafd1|Samhd1|Stat2|Serpinb9|Ifi204|Tap1|Nlrc5
85,Process,GO:0002521,NA,Leukocyte differentiation,1.01e-07,3.63e-10,26,453,10090,Lrrk1|Rsad2|Tnfrsf11a|Batf3|Tlr2|Il15|Ubd|Irf8|Pnp|Snx10|Batf2|Gimap5|Bak1|Il15ra|Cd74|B2m|Ccl19|Irf1|Ifi204|Runx2|Bcl3|Vegfa|Stat3|Cdk6|Tmem176b|Socs1
85,Process,GO:0001961,NA,Positive regulation of cytokine-mediated signaling pathway,2.01e-07,7.37e-10,11,57,10090,Casp4|Casp1|Zbp1|Parp14|Igtp|Irgm1|Hspa1a|Cd74|Parp9|Hspa1b|Nlrc5
